comparison_id,family_id,family_status,dataset,model,method,method_configuration,reference,direction,metric,method_value,reference_value,difference,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_attempted,bootstrap_valid,delong_z,raw_p_value,holm_input_p,holm_adjusted_p_value,holm_reject,win_tie_loss,population_rows,population_events,ordered_case_id_sha256,ordered_case_id_target_sha256,paired_identity_target_sha256,budget_match_status,natural_support_status,exploratory,availability,evidence_grade,method_prediction_path,reference_prediction_path,unavailable_reason,authentication_reference
p14-c-019__homecredit__catboost__statistical_normalized_average_rank__k40__vs__lasso_l1_logistic,combination_vs_lasso_l1_logistic__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,lasso_l1_logistic,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7742262072686338,0.00436656090507237,0.002583054685102432,0.0062830580695008,2000,2000,4.6713248082146075,2.9926327914178134e-06,2.9926327914178134e-06,2.9926327914178134e-06,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-018-homecredit-catboost-lasso-l1-logistic-s42/predictions_oot.csv,,authentication_validation.json
p14-c-020__homecredit__catboost__statistical_normalized_average_rank__k40__vs__rfe_catboost,combination_vs_rfe_catboost__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,rfe_catboost,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7814255198969775,-0.002832751723271354,-0.004467092123871902,-0.0011306336972878837,2000,2000,-3.449147133479175,0.0005623601922181757,0.0005623601922181757,0.0005623601922181757,True,loss,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,,authentication_validation.json
p14-c-021__homecredit__catboost__statistical_normalized_average_rank__k40__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7542024954343132,0.024390272739392982,0.02170397777685612,0.027016347675140755,2000,2000,18.162904592244107,1.0150915951348968e-73,1.0150915951348968e-73,5.075457975674484e-73,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_realized_k_mismatch,"{""method_a"":""budget_satisfied"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-022__homecredit__catboost__statistical_normalized_average_rank__k40__vs__catboost_shap,combination_vs_catboost_shap__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,catboost_shap,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7795351956558698,-0.0009424274821636658,-0.0029103609147771853,0.0010186264506374062,2000,2000,-0.9891386870260576,0.32259529167088963,0.32259529167088963,0.32259529167088963,False,loss,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-026-homecredit-catboost-catboost-shap-s42/predictions_oot.csv,,authentication_validation.json
p14-c-023__homecredit__catboost__statistical_normalized_average_rank__k40__vs__mrmr_mutual_information,combination_vs_mrmr_mutual_information__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,mrmr_mutual_information,method_a_minus_method_b,roc_auc,0.7785927681737062,0.759898780138256,0.018693988035450193,0.01607977714420971,0.02123760049165139,2000,2000,13.9482136485867,3.225841143904823e-44,3.225841143904823e-44,6.451682287809646e-44,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-014-homecredit-catboost-mrmr-mutual-information-s42/predictions_oot.csv,,authentication_validation.json
p14-c-024__homecredit__catboost__statistical_normalized_average_rank__k40__vs__cross_dataset_rank_voting_v1_primary_pool_200,combination_vs_cross_dataset_rank_voting_v1_primary_pool_200__homecredit__catboost,evaluable,homecredit,catboost,statistical_normalized_average_rank,k40,cross_dataset_rank_voting_v1_primary_pool_200,method_a_minus_method_b,roc_auc,0.7785927681737062,0.7785716644478154,2.1103725890703195e-05,-0.0014510153417619464,0.0016040029818979022,2000,2000,0.027756880407215054,0.9778560571497,0.9778560571497,0.9778560571497,False,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,not_budget_comparable_external_voting_pool,"{""method_a"":""budget_satisfied"",""method_b"":""external_voting_context""}",True,evaluable,weak,results/selector_combinations_v1/oot/evaluations/scv1-oot-002-homecredit-statistical-normalized-average-rank-catboost-full-dev-k40-s42.oot_predictions.csv,results/runs/homecredit/cdv1-007-homecredit-voting-k200-catboost-s42/results/oot_predictions.csv,,authentication_validation.json
p14-c-025__homecredit__catboost__iv_then_boruta__pool100__vs__iv_woe,combination_vs_iv_woe__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool100,iv_woe,method_a_minus_method_b,roc_auc,0.7686339055533153,0.7685707064474809,6.319910583441057e-05,-0.001835974853714542,0.0019472987829717067,2000,2000,0.06407224154189146,0.948912704458256,0.948912704458256,0.948912704458256,False,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,weak,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-010-homecredit-catboost-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-026__homecredit__catboost__iv_then_boruta__pool100__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool100,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7686339055533153,0.7542024954343132,0.014431410119002175,0.011408442822385659,0.01742079885370534,2000,2000,9.468170486018405,2.8478774839799934e-21,2.8478774839799934e-21,2.8478774839799934e-21,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-006-homecredit-iv-then-boruta-catboost-full-dev-pool100-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-027__homecredit__catboost__iv_then_boruta__pool200__vs__iv_woe,combination_vs_iv_woe__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool200,iv_woe,method_a_minus_method_b,roc_auc,0.7766526823256519,0.7685707064474809,0.008081975878170944,0.00638907377177485,0.009805773495355987,2000,2000,8.695254178665841,3.460542341707345e-18,3.460542341707345e-18,6.92108468341469e-18,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-010-homecredit-catboost-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-028__homecredit__catboost__iv_then_boruta__pool200__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool200,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7766526823256519,0.7542024954343132,0.022450186891338708,0.01967957701299501,0.02521082566984401,2000,2000,16.137324846892795,1.3945595998644178e-58,1.3945595998644178e-58,5.578238399457671e-58,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-010-homecredit-iv-then-boruta-catboost-full-dev-pool200-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-029__homecredit__catboost__iv_then_boruta__pool300__vs__iv_woe,combination_vs_iv_woe__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool300,iv_woe,method_a_minus_method_b,roc_auc,0.7796912612506437,0.7685707064474809,0.011120554803162763,0.009260770715290061,0.01292633239213517,2000,2000,11.626413034837162,3.025454057913637e-31,3.025454057913637e-31,1.2101816231654548e-30,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-010-homecredit-catboost-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-030__homecredit__catboost__iv_then_boruta__pool300__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,iv_then_boruta,pool300,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7796912612506437,0.7542024954343132,0.025488765816330528,0.022727454392921665,0.028200650650591554,2000,2000,18.518538442093003,1.4635651682659925e-76,1.4635651682659925e-76,8.781391009595955e-76,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-014-homecredit-iv-then-boruta-catboost-full-dev-pool300-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-031__homecredit__catboost__boruta_then_mrmr_mutual_information__k40__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,boruta_then_mrmr_mutual_information,k40,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7712773362888816,0.7542024954343132,0.01707484085456845,0.014369527065913493,0.019671456830886308,2000,2000,12.400905112336506,2.583883278913677e-35,2.583883278913677e-35,5.167766557827354e-35,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,oot_refit_40_vs_frozen_reference_support_26_exploratory,"{""method_a"":""infeasible_natural_support"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-032__homecredit__catboost__boruta_then_mrmr_mutual_information__k40__vs__mrmr_mutual_information,combination_vs_mrmr_mutual_information__homecredit__catboost,evaluable,homecredit,catboost,boruta_then_mrmr_mutual_information,k40,mrmr_mutual_information,method_a_minus_method_b,roc_auc,0.7712773362888816,0.759898780138256,0.011378556150625663,0.00897439517395745,0.013868465493235126,2000,2000,9.366576198236002,7.492351999755499e-21,7.492351999755499e-21,7.492351999755499e-21,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,oot_refit_40_vs_frozen_reference_support_26_exploratory,"{""method_a"":""infeasible_natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-018-homecredit-boruta-then-mrmr-mutual-information-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-014-homecredit-catboost-mrmr-mutual-information-s42/predictions_oot.csv,,authentication_validation.json
p14-c-033__homecredit__catboost__boruta_then_rfe_catboost__k40__vs__boruta_random_forest,combination_vs_boruta_random_forest__homecredit__catboost,evaluable,homecredit,catboost,boruta_then_rfe_catboost,k40,boruta_random_forest,method_a_minus_method_b,roc_auc,0.7759090420516805,0.7542024954343132,0.021706546617367373,0.01886016069202294,0.024456346894231037,2000,2000,15.580730550582539,9.842343690962651e-55,9.842343690962651e-55,2.952703107288795e-54,True,win,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,oot_refit_40_vs_frozen_reference_support_26_exploratory,"{""method_a"":""infeasible_natural_support"",""method_b"":""infeasible_natural_support""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-022-homecredit-boruta-then-rfe-catboost-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-030-homecredit-catboost-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-034__homecredit__catboost__boruta_then_rfe_catboost__k40__vs__rfe_catboost,combination_vs_rfe_catboost__homecredit__catboost,evaluable,homecredit,catboost,boruta_then_rfe_catboost,k40,rfe_catboost,method_a_minus_method_b,roc_auc,0.7759090420516805,0.7814255198969775,-0.005516477845296963,-0.007050494039181243,-0.003995585413318235,2000,2000,-7.369711162076132,1.7099811338307983e-13,1.7099811338307983e-13,3.4199622676615965e-13,True,loss,120053,10688,08a815a762fc309aeba22ed42f9b772f39e1b6a8ce9c41f5eb1644b1c2f2f860,d25fae6ded74dac8a32745d73659ce5437f238609fe6b3b40ad07daf4536d472,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,oot_refit_40_vs_frozen_reference_support_26_exploratory,"{""method_a"":""infeasible_natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-022-homecredit-boruta-then-rfe-catboost-catboost-full-dev-k40-s42.oot_predictions.csv,results/full_baseline_v1/runs/homecredit/fbv1-034-homecredit-catboost-rfe-catboost-s42/predictions_oot.csv,,authentication_validation.json
p14-c-035__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__iv_woe,combination_vs_iv_woe__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,iv_woe,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6821098791687364,0.011022787455087335,0.010023305826993328,0.011997447718803537,2000,2000,21.647394549950445,6.431482743930419e-104,6.431482743930419e-104,6.431482743930419e-104,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
p14-c-036__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__lasso_l1_logistic,combination_vs_lasso_l1_logistic__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,lasso_l1_logistic,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6811035325109065,0.012029134112917284,0.01090567345045341,0.013127868763140996,2000,2000,20.95908152407359,1.5505005886840144e-97,1.5505005886840144e-97,1.5505005886840144e-97,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-019-lendingclub_v2-lr-lasso-l1-logistic-s42/predictions_oot.csv,,authentication_validation.json
p14-c-037__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__rfe_catboost,combination_vs_rfe_catboost__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,rfe_catboost,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6988805926231895,-0.005747925999365688,-0.006469327242824169,-0.005055598713059092,2000,2000,-15.71193423647857,1.2529727110891698e-55,1.2529727110891698e-55,2.5059454221783396e-55,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-035-lendingclub_v2-lr-rfe-catboost-s42/predictions_oot.csv,,authentication_validation.json
p14-c-038__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__boruta_random_forest,combination_vs_boruta_random_forest__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,boruta_random_forest,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6557476745180499,0.03738499210577384,0.03532340348423735,0.03932272777650685,2000,2000,38.141528535565115,2.627886e-318,2.627886e-318,5.25577e-318,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-031-lendingclub_v2-lr-boruta-random-forest-s42/predictions_oot.csv,,authentication_validation.json
p14-c-039__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__catboost_shap,combination_vs_catboost_shap__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,catboost_shap,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6965421682537228,-0.003409501629899059,-0.004161587785354992,-0.002706297312411707,2000,2000,-9.205432149226102,3.402991302945386e-20,3.402991302945386e-20,3.402991302945386e-20,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-027-lendingclub_v2-lr-catboost-shap-s42/predictions_oot.csv,,authentication_validation.json
p14-c-040__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__mrmr_mutual_information,combination_vs_mrmr_mutual_information__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,mrmr_mutual_information,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6859236290968351,0.007209037526988649,0.005944478920833859,0.008414941329459892,2000,2000,11.540842345777897,8.211710202024334e-31,8.211710202024334e-31,8.211710202024334e-31,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,requested_and_realized_k_matched,"{""method_a"":""budget_satisfied"",""method_b"":""budget_satisfied""}",False,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-015-lendingclub_v2-lr-mrmr-mutual-information-s42/predictions_oot.csv,,authentication_validation.json
p14-c-041__lendingclub_v2__lr__statistical_normalized_average_rank__k20__vs__cross_dataset_rank_voting_v1_primary_pool_200,combination_vs_cross_dataset_rank_voting_v1_primary_pool_200__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,statistical_normalized_average_rank,k20,cross_dataset_rank_voting_v1_primary_pool_200,method_a_minus_method_b,roc_auc,0.6931326666238238,0.6951047947795186,-0.001972128155694808,-0.0026003998312413594,-0.0013293991886638554,2000,2000,-6.083089050460632,1.1788882628057027e-09,1.1788882628057027e-09,1.1788882628057027e-09,True,loss,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,not_budget_comparable_external_voting_pool,"{""method_a"":""budget_satisfied"",""method_b"":""external_voting_context""}",True,evaluable,not_supported,results/selector_combinations_v1/oot/evaluations/scv1-oot-003-lendingclub_v2-statistical-normalized-average-rank-lr-full-dev-k20-s42.oot_predictions.csv,results/runs/lendingclub_v2/cdv1-011-lendingclub-v2-voting-k200-lr-s42/results/oot_predictions.csv,,authentication_validation.json
p14-c-042__lendingclub_v2__lr__iv_then_boruta__pool100__vs__iv_woe,combination_vs_iv_woe__lendingclub_v2__lr,evaluable,lendingclub_v2,lr,iv_then_boruta,pool100,iv_woe,method_a_minus_method_b,roc_auc,0.702794958861294,0.6821098791687364,0.020685079692557506,0.019493365217848842,0.02183244792733356,2000,2000,35.01822959610101,1.187830999680923e-268,1.187830999680923e-268,2.375661999361846e-268,True,win,293105,68252,493bf9d2b88b385baf17081f64cea41e9f4f4ff2b1fd479f74d8be323f627c72,4aab7126f7b5566bde6417bfa61ee01da4edb700905fa39fd1fd4209da527985,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,non_budget_matched_natural_support,"{""method_a"":""natural_support"",""method_b"":""budget_satisfied""}",True,evaluable,strong,results/selector_combinations_v1/oot/evaluations/scv1-oot-007-lendingclub_v2-iv-then-boruta-lr-full-dev-pool100-s42.oot_predictions.csv,results/full_baseline_v1/runs/lendingclub_v2/fbv1-011-lendingclub_v2-lr-iv-woe-s42/predictions_oot.csv,,authentication_validation.json
